chapter_topic,page_topic,prompt
 Model Comparison with F,Type I and Type II Error,Which of the following is true in this situation?
 Model Comparison with F,Type I and Type II Error,"<p>Let’s think through an example using the figure below. If we adopt an alpha of .05, then the cutoff for rejecting the empty model would be an F of approximately 4 (depending on degrees of freedom, etc.). In the picture, the sample F for the best-fitting model was calculated to be 4.50.&nbsp;</p>

<p align=""center"" style=""text-align: center;"">&nbsp;</p>

<p class=""text-center""><img alt=""A three section diagram of the DGP, the sampling distribution of F, and the sample F. The top section asks What is really true in the DGP. The middle section depicts the sampling distribution of F in a histogram with a dotted vertical line running through the x-axis at around a value of 4 to show where the cutoff point is for a .05 alpha. The bottom section represents the sample F value as a dot along the x-axis at a value of 4.5."" height=""694"" src=""https://i.postimg.cc/1yjXm6FT/image.png"" width=""80%"" /></p>

<p>Based on this information alone, what should we decide to do in this situation?</p>
"
 Model Comparison with F,Type I and Type II Error,"How might we be wrong if we decide to stick with the empty model of the DGP (i.e., not reject it)?"
 Model Comparison with F,Type I and Type II Error,What should we say to yourself in this situation? (Check all that apply.)
 Model Comparison with F,Type I and Type II Error,"Let’s consider a situation, pictured below, where the sample F is 3.50. The alpha criterion is still set at .05.
<p align=""center"" style=""text-align: center;""><img alt=""A three section diagram of the DGP, the sampling distribution of F, and the sample F. The top section asks What is really true in the DGP. The middle section depicts the sampling distribution of F in a histogram with a dotted vertical line running through the x-axis at around a value of 4 to show where the cutoff point is for a .05 alpha. The bottom section represents the sample F value as a dot along the x-axis at a value of 3.5."" height=""698"" src=""https://i.postimg.cc/ZT6SGyx6/image.png"" width=""80%"" /></p>
What should we decide to do in this situation?"
 Model Comparison with F,Type I and Type II Error,"Based on the sample F of 4.5, in which of these situations would we reject the empty model as a model of the DGP?"
 Model Comparison with F,Type I and Type II Error,When can we make a Type I error?
 Model Comparison with F,Type I and Type II Error,"Let's check our understanding by imagining the opposite situation. If we made our alpha level = .25 (making it very easy to reject the empty model), then what happens to our likelihood of making a Type I error?"
 Model Comparison with F,Using F to Compare Multiple Groups,"# fit and print the game model of outcome
"
 Model Comparison with F,Using F to Compare Multiple Groups,"# this code fits the game model and saves it as game_model
game_model <- lm(outcome ~ game, data = game_data)

# print the ANOVA table that compares game_model to the empty model
"
 Model Comparison with F,Using F to Compare Multiple Groups,"From the boxplot and favstats, which class seems to have learned <strong>the least </strong>from the game they played?"
 Model Comparison with F,Using F to Compare Multiple Groups,"You can see from the box plot that students who played game A appear to learn less, on average, than those that played game C. Nevertheless, are there students who played game A who learned more than students who played game C?"
 Model Comparison with F,Using F to Compare Multiple Groups,From the boxplot alone would you conclude game C is more effective than both games A and B?
 Model Comparison with F,Using F to Compare Multiple Groups,"<p>Interpret the meaning of the symbols in this situation.</p>

<p>\(Y_i=10.486+2.086X_{1i}+3.628X_{2i}+e_i\)</p>

<p>&nbsp;</p>
"
 Model Comparison with F,Using F to Compare Multiple Groups,Which of the following would tell you how many more parameters are used in the <code>game</code> model compared to the empty model?
 Model Comparison with F,Using F to Compare Multiple Groups,The ANOVA table shows an F of 12.451. What does this mean in terms of model comparison? (Check all that apply.)
 Model Comparison with F,Using F to Compare Multiple Groups,How many parameters are being fit in the&nbsp;<code>game</code>&nbsp;model?
 Model Comparison with F,Using F to Compare Multiple Groups,"<pre>
<code>
 Analysis of Variance Table (Type III SS)
 Model: outcome ~ teacher

                               SS  df      MS      F    PRE     p
 ----- --------------- | -------- --- ------- ------ ------ -----
 Model (error reduced) |  232.133   2 116.067 12.451 0.1962 .0000
 Error (from model)    |  950.857 102   9.322                    
 ----- --------------- | -------- --- ------- ------ ------ -----
 Total (empty model)   | 1182.990 104  11.375                   
</code></pre>

<p>&nbsp;</p>

<p>How many explanatory variables are in the&nbsp;<code>game</code>&nbsp;model?</p>
"
 Model Comparison with F,Using F to Compare Multiple Groups,"If the three games are not equally effective, does that mean all three games are different from each other?"
 Model Comparison with F,Using F to Compare Multiple Groups,"If we reject the empty model, what does that imply?"
 Model Comparison with F,Using F to Compare Multiple Groups,"If we reject the empty model based on our F ratio and p-value, does that guarantee that the best-fitting game model is true in the DGP?"
 Model Comparison with F,Pairwise Comparisons,"# this code fits the game model and saves it as game_model
game_model <- lm(outcome ~ game, data = game_data)

# Run pairwise comparisons with no corrections
pairwise( )

# Run pairwise comparisons with Tukey corrections
pairwise( )
"
 Model Comparison with F,Pairwise Comparisons,Take a hard look at the results of this study again. Which two groups look like they are the <em>least</em> different? (Another way of asking this question is: Which two groups might trick us into making a Type I Error?)
 Model Comparison with F,Pairwise Comparisons,The mean of group A was 10.486 and the mean of group B was 12.571. Find the mean difference between these groups in the output above.
 Model Comparison with F,Pairwise Comparisons,"If there was no difference between the means of group A and B, what would the value of <code>diff</code> be?"
 Model Comparison with F,Pairwise Comparisons,"<p>According to the <code>p_val</code> column, which of the mean differences are <strong>unlikely</strong> to have been generated if there was no difference in the DGP? Assume that our definition of unlikely&nbsp;is less than .05. (Check all that apply.)</p>

<pre>
<code>  group_1 group_2  diff pooled_se     t    df lower upper p_val
  <chr>   <chr>   <dbl>     <dbl> <dbl> <int> <dbl> <dbl> <dbl>
1 B       A       2.086     0.516 4.041   102 1.229 2.942 .0001
2 C       A       3.629     0.516 7.031   102 2.772 4.485 .0000
3 C       B       1.543     0.516 2.990   102 0.686 2.400 .0035
</dbl></dbl></dbl></int></dbl></dbl></dbl></chr></chr></code></pre>
"
 Model Comparison with F,Pairwise Comparisons,"According to these p-values, which groups would we conclude are different from each other in the DGP? (Check all that apply.)"
 Model Comparison with F,Pairwise Comparisons,What was Type I error again?
 Model Comparison with F,Pairwise Comparisons,What does it mean if the probability of making a Type I error is .14? (Check all that apply.)
 Model Comparison with F,Pairwise Comparisons,Look for the family-wise error rates in both outputs. Why are they different?
 Model Comparison with F,Pairwise Comparisons,What do you notice about the p-values in the uncorrected output vs. the Tukey HSD output?
 Parameter Estimation and Confidence Intervals,From Hypothesis Testing to Confidence Intervals,"<p class=""text-center""><img alt=""A normally distributed histogram, with a smoothed out normal curve overlaid. A vertical red dashed line runs through the center, and vertical black dashed lines run through it near the upper and lower tails."" height=""384"" src=""https://i.postimg.cc/8kjS2CZZ/image.png"" width=""461""></p>

<p>In this picture of the sampling distribution, the black dotted lines represent the .05 <strong>cutoffs</strong>. What does a cutoff line show us?</p>
"
 Parameter Estimation and Confidence Intervals,From Hypothesis Testing to Confidence Intervals,What <strong>stays the same</strong>&nbsp;as we move the sampling distribution up and down scale on which we measure the difference between the smiley face group and the control group? (Check all that apply)
 Parameter Estimation and Confidence Intervals,From Hypothesis Testing to Confidence Intervals,"Based on the picture above, if the true &nbsp;$$\beta_1$$ were 6.05, is our sample $$b_1$$ of $6.05 likely (i.e., within the .95 inner region)?"
 Parameter Estimation and Confidence Intervals,From Hypothesis Testing to Confidence Intervals,What is similar across the sampling distributions in these two pictures?
 Parameter Estimation and Confidence Intervals,From Hypothesis Testing to Confidence Intervals,How can you tell from the picture above that $6.05 is unlikely to be generated from this DGP?
 Parameter Estimation and Confidence Intervals,From Hypothesis Testing to Confidence Intervals,What does $$\beta_1 = -2.00$$ mean?
 Parameter Estimation and Confidence Intervals,From Hypothesis Testing to Confidence Intervals,"If the true $$\beta_1$$ in the DGP were -$2.00, why would $$b_1$$ of $6.05 be unlikely?"
 Parameter Estimation and Confidence Intervals,From Hypothesis Testing to Confidence Intervals,"If we were to move the $$\beta_1$$ lower than -0.67, the sampling distribution would also move further down. What would happen to the sample $$b_1$$?&nbsp;"
 Parameter Estimation and Confidence Intervals,From Hypothesis Testing to Confidence Intervals,How can you tell from the picture above that $6.05 is a sample <strong>likely</strong> to come from a DGP in which &nbsp;$$\beta_1 = -0.67$$?
